YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2019,Washington,Percent of adults who engage in no leisure-time physical activity,17.8,35 - 44,"(47.52227862900048, -120.47001078999972)"
2019,Massachusetts,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.3,25 - 34,"(42.27687047000046, -72.08269067499964)"
2014,Louisiana,Percent of adults who engage in no leisure-time physical activity,20.5,18 - 24,"(31.312660644, -92.445680071)"
2019,Arizona,Percent of adults who report consuming vegetables less than one time daily,18.8,65 or older,"(34.865970280000454, -111.76381127699972)"
2013,Maine,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.8,25 - 34,"(45.254228894001, -68.985031336)"
2019,Ohio,Percent of adults aged 18 years and older who have obesity,20.8,18 - 24,"(40.06021014100048, -82.40426005599966)"
2015,Arkansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.5,55 - 64,"(34.748650124, -92.274490743)"
2019,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,29.4,45 - 54,"(43.62538123900049, -72.51764079099962)"
2015,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),58.6,65 or older,"(43.625381239, -72.517640791)"
2019,New York,Percent of adults who engage in no leisure-time physical activity,27.0,45 - 54,"(42.82700103200045, -75.54397042699964)"
2019,Puerto Rico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,8.2,35 - 44,"(18.220833, -66.590149)"
2019,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.1,55 - 64,"(35.47203135600046, -97.52107021399968)"
2019,Ohio,Percent of adults aged 18 years and older who have an overweight classification,36.7,65 or older,"(40.06021014100048, -82.40426005599966)"
2011,Maryland,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.2,65 or older,"(39.290580964, -76.609260111)"
2019,Nebraska,Percent of adults aged 18 years and older who have obesity,40.4,55 - 64,"(41.6410409880005, -99.36572062299967)"
2019,Alabama,Percent of adults aged 18 years and older who have obesity,41.5,45 - 54,"(32.84057112200048, -86.63186076199969)"
2019,Maine,Percent of adults who engage in no leisure-time physical activity,28.5,45 - 54,"(45.254228894000505, -68.98503133599962)"
2019,Kentucky,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.7,45 - 54,"(37.645970271000465, -84.77497104799966)"
2019,North Carolina,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.1,65 or older,"(35.466220975000454, -79.15925046299964)"
2019,Nevada,Percent of adults aged 18 years and older who have an overweight classification,37.4,25 - 34,"(39.493240390000494, -117.07184056399967)"
2019,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.1,18 - 24,"(34.74865012400045, -92.27449074299966)"
2019,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.0,55 - 64,"(34.865970280000454, -111.76381127699972)"
2011,Washington,Percent of adults aged 18 years and older who have an overweight classification,32.8,25 - 34,"(47.522278629, -120.47001079)"
2019,Maine,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.5,65 or older,"(45.254228894000505, -68.98503133599962)"
2015,Washington,Percent of adults aged 18 years and older who have obesity,24.3,25 - 34,"(47.522278629, -120.47001079)"
2019,Guam,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.9,18 - 24,"(13.444304, 144.793731)"
2019,Connecticut,Percent of adults aged 18 years and older who have obesity,18.1,18 - 24,"(41.56266102000046, -72.64984095199964)"
2011,Tennessee,Percent of adults who engage in no leisure-time physical activity,40.3,45 - 54,"(35.68094058, -85.774490914)"
2019,Virginia,Percent of adults aged 18 years and older who have obesity,29.7,65 or older,"(37.54268067400045, -78.45789046299967)"
2019,Minnesota,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38.9,25 - 34,"(46.35564873600049, -94.79420050299967)"
2019,Pennsylvania,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.4,65 or older,"(40.79373015200048, -77.86070029399963)"
2019,New Hampshire,Percent of adults who engage in no leisure-time physical activity,22.9,55 - 64,"(43.65595011300047, -71.50036091999965)"
2019,Colorado,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.4,25 - 34,"(38.843840757000464, -106.13361092099967)"
2019,Mississippi,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.4,35 - 44,"(32.745510099000455, -89.53803082499968)"
2019,Alaska,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.8,65 or older,"(64.84507995700051, -147.72205903599973)"
2013,North Carolina,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.4,65 or older,"(35.466220975, -79.159250463)"
2014,Texas,Percent of adults who engage in no leisure-time physical activity,21.8,25 - 34,"(31.827240407, -99.426770206)"
2015,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.8,18 - 24,"(43.625381239, -72.517640791)"
2019,Iowa,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.4,45 - 54,"(42.46940091300047, -93.81649055599968)"
2019,Nevada,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.3,35 - 44,"(39.493240390000494, -117.07184056399967)"
2019,Vermont,Percent of adults aged 18 years and older who have an overweight classification,34.4,25 - 34,"(43.62538123900049, -72.51764079099962)"
2019,Maine,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.2,18 - 24,"(45.254228894000505, -68.98503133599962)"
2019,Michigan,Percent of adults who report consuming vegetables less than one time daily,28.3,18 - 24,"(44.6613195430005, -84.71439026999968)"
2019,District of Columbia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.5,55 - 64,"(38.89037138500049, -77.03196112699965)"
2011,Delaware,Percent of adults aged 18 years and older who have obesity,14.2,18 - 24,"(39.008830667, -75.577741168)"
2012,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,38.4,45 - 54,"(44.393191174, -89.816370742)"
2015,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.3,35 - 44,"(35.472031356, -97.521070214)"
2019,Texas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.3,55 - 64,"(31.827240407000488, -99.42677020599967)"
2019,Utah,Percent of adults aged 18 years and older who have an overweight classification,39.5,65 or older,"(39.360700171000474, -111.58713063499971)"
2019,Texas,Percent of adults aged 18 years and older who have obesity,36.0,25 - 34,"(31.827240407000488, -99.42677020599967)"
2019,Maine,Percent of adults who report consuming vegetables less than one time daily,14.4,25 - 34,"(45.254228894000505, -68.98503133599962)"
2019,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,34.1,35 - 44,"(44.39319117400049, -89.81637074199966)"
2012,New Mexico,Percent of adults aged 18 years and older who have obesity,20.4,65 or older,"(34.520880952, -106.240580985)"
2019,New Hampshire,Percent of adults who report consuming vegetables less than one time daily,13.4,35 - 44,"(43.65595011300047, -71.50036091999965)"
2019,Michigan,Percent of adults aged 18 years and older who have obesity,33.9,25 - 34,"(44.6613195430005, -84.71439026999968)"
2013,Minnesota,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.9,45 - 54,"(46.355648736, -94.794200503)"
2014,Arizona,Percent of adults aged 18 years and older who have an overweight classification,36.4,45 - 54,"(34.86597028, -111.763811277)"
2015,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,21.9,18 - 24,"(32.745510099, -89.538030825)"
2012,Idaho,Percent of adults who engage in no leisure-time physical activity,28.4,65 or older,"(43.682630005, -114.363730042)"
2019,Nebraska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.4,45 - 54,"(41.6410409880005, -99.36572062299967)"
